URL,Organization ID,Year submitted,Organization_Name,Organization Website,EIN,Zip,Charity Navigator URL,Link to NTEE code,NTEE Type,TAGS/Indicators,twitter,instagram,facebook,org_type,project_image,project_video,org_summary,areas_impacted,Project IDs,Organization ID
http://maker.good.is/myla2050/projects/826LA.html,2018003,2013,826LA,www.826la.org,383722092,0,https://www.charitynavigator.org/index.cfm?bay=search.profile&ein=383722092,GET CODE,,Education,,,,Nonprofit,http://maker.good.is/myla2050/projects/826LA.html,,"<p>Since opening our doors in 2005, 826LA has served more than 30,000 students from across Los Angeles County. Thanks to the hard work of over 3,000 volunteers and countless supporters, 826LA has increased its reach substantially over the past few years. In 2008, 826LA opened a new center in Echo Park. This fall, 826LA moved its Westside operations to Mar Vista. This new Mar Vista center increases 826LAâ€™s capacity significantly, providing 2,625 square-feet of creative space for students as well as better visibility and accessibility for the organization. 826LA will have the capacity to serve 30% more students each day through After-School Tutoring in Mar Vista; to add a series of evening workshops targeted at middle and high school students; and to recruit and train up up to 35 volunteers per week.</p>
 
 
 
 
 
 <p>Last year, 826LA served 10,105 students last year--a 23% increase from the previous year. We are not only serving more students, but we are increasing the benefits of our programs across the academic curriculum. Over six years of assessments and surveys demonstrate that 826LAâ€™s programs build self-esteem, teach literacy skills, and improve educational outcomes. Last year:</p>
 
 
 
 
 
 <p>- 93% of students reported that they understood their writing assignment better thanks to the help of 826LA volunteers;</p>
 
 
 <p>- 90% of students reported that working with an 826LA volunteer in their classroom increased their confidence about writing;</p>
 
 
 <p>- 95% of students reported that they were proud of what they created during an 826LA workshop;</p>
 
 
 <p>- 100% of students reported that their grades have improved since receiving tutoring at 826LA.</p>
 
 
 
 
 
 <p>Other notable achievements include:</p>
 
 
 <p>â€¢ In 2006, 826LA received a Proclamation of Recognition from Los Angeles Mayor Antonio Villaraigosa, and in honor of our 5th Anniversary in 2010, 826LA received an award from the Los Angeles City Council, acknowledging 826LAâ€™s dedication to the community;</p>
 
 
 <p>â€¢ 826LA received a Proclamation of Recognition from Los Angeles Supervisor Eric Garcetti for our work in the Echo Park community in March 2010;</p>
 
 
 <p>â€¢ 826LA was named a â€œNonprofit to Followâ€ by Philanthropy magazine in 2012;</p>
 
 
 <p>â€¢ On April 9, 2013, 826LA will be honored during the Mayors Day of Recognition for National Service at City Hall by Los Angeles Mayor Antonio Villaraigosa for our work with the Corporation for National and Community Service and Volunteers In Service To America (VISTA). </p><p>Thanks in part to recruitment, training, and retention practices strengthened by AmeriCorps VISTA members, hours contributed by volunteers at 826LA increased by 40% last year!</p>",,,2018003
https://activation.la2050.org/connect/826la/,2018003,2018,826LA,www.826LA.org,383722092,0,https://www.charitynavigator.org/index.cfm?bay=search.profile&ein=383722092,GET CODE,,"Education, Social Connectedness, Arts and Cultural Vitality: Arts and culture, Children, Youth, Tutoring, Teachers, Volunteerism, Underserved communities, Underserved youth",@826LA,@826LA,@826LA,Nonprofit,https://activation.la2050.org/connect/826la/826la.jpg,https://youtu.be/4nRuPAZABus,"826LA is a non-profit organization dedicated to supporting students ages 6 to 18 with their creative and expository writing skills, and to helping teachers inspire their students to write.","[""Central LA"",""East LA"",""South LA"",""Westside"",""South Bay"",""City of Los Angeles (please select only if your project has a citywide benefit)"",""LAUSD""]",8102003,2018003
http://maker.good.is/myla2050learn2015/projects/StoryShare.html,2018003,2015,826LA,"www.826LA.org, www.youngstorytellers.com",383722092,90013,https://www.charitynavigator.org/index.cfm?bay=search.profile&ein=383722092,GET CODE,,"Education, Social Connectedness, Arts and Cultural Vitality: Arts and culture, Children, Youth, Tutoring, Teachers, Volunteerism, Underserved communities, Underserved youth","www.twitter.com/826LA, www.twitter.com/youngstory","www.instagram.com/826LA, www.instagram.com/youngstorytellers","www.facebook.com/826LA, www.facebook.com/youngstorytellers",Nonprofit,,,826LA and Young Storytellers empower LA students to develop their language arts skills and self-confidence through storytelling and writing.,"Central LA,East LA,San Fernando Valley,South LA,Westside,LAUSD",5102005,2018003
https://activation.la2050.org/live/a-healthier-community-starts-with-youth/,2018004,2018,A Healthier Community Starts with YOUth,https://hcsyucla.wixsite.com/health,824719690,0,https://www.charitynavigator.org/index.cfm?bay=search.profile&ein=824719690,GET CODE,,"Education, Health: Community health, Healthcare, Food inequality, Youth, Tutoring",@hcsy_ucla,@hcsy.ucla,https://www.facebook.com/HCSYatUCLA/,Nonprofit,https://activation.la2050.org/live/a-healthier-community-starts-with-youth/a-healthier-community-starts-with-youth.jpg,https://vimeo.com/241727342,The HCSY program provides an opportunity for students to receive mentorship and experience within the public health field as they build and conduct community health programming with professionals.,"[""South LA""]",8102004,2018004
http://maker.good.is/myla2050play2015/projects/PlayinSouthLA.html,2015002,2015,A Place Called Home,www.Apch.org,954427291,90011,https://www.charitynavigator.org/index.cfm?bay=search.profile&ein=954427291,GET CODE,,0,https://twitter.com/apch2830,https://instagram.com/apch2830/,https://www.facebook.com/APCH2830,Nonprofit,,,"APCH is a safe haven in South Central LA where underserved youth are empowered to take ownership of their lives through programs in education, arts, and well-being and are inspired to make a meaningful difference in their community and the world.","Central LA,South LA,City of Los Angeles (citywide)",5102006,2015002
https://challenge.la2050.org/entry/creating-a-home-is-a-bridge-to-creating-community,2016004,2016,A Sense of Home,asenseofhome.org,,,,,,"Youth, Foster care",asenseofhomeorg,ASenseofHomeMovement,asenseofhomeorg,Nonprofit,8371052065741-team91.png,https://www.youtube.com/embed/PXXuCduxggc?rel=0&amp;showinfo=0,"Create homes for foster youth aging out of the system & connect them with a loving community who can advance their education, careers & well being.","[""Central LA"",""East LA"",""San Fernando Valley"",""South LA"",""South Bay"",""Antelope Valley"",""County of Los Angeles"",""City of Los Angeles""]",,2016004
http://maker.good.is/myla2050/projects/NEVERBUILT.html,2013002,2013,A+D Architecture and Design Museum > Los Angeles,http://aplusd.org/exhibitions-future/neverbuilt,481269978,,https://www.charitynavigator.org/index.cfm?bay=search.profile&ein=481269978,GET CODE,,Arts & Cultural Vitality,,,,Nonprofit,http://maker.good.is/myla2050/projects/NEVERBUILT.html,,"<p> The A+D Architecture and Design Museum > Los Angeles was founded in 2001. A+D is the only cultural institution in the United States showcasing continuous programs on architecture and design. Through exhibits, symposia, multi-disciplinary projects, educational and community programming, A+D is a showcase for the work of important regional, national and international designers, providing a forum for contemporary issues in architecture, urbanism, and design. <p/>
 
 
 
 
 
 <p> A+D has collaborated with important institutions such as the The Getty Center, AIA, SCI-Arc, the LA Forum as well as emerging and established architects. The museum has produced over 30 world class exhibits and received Awards of Merit for education programming from The American Architectural Foundation. It's also received multi-year grants from the Department of Cultural Affairs; explored the frontiers of design through concerts incorporating cutting edge computer graphics and electronic sound; and hosted panels moderated by a diverse group including L.A. Times Architecture Critic Christopher Hawthorne, City Planner Gail Goldberg, journalist Frances Anderton, actor/pundit Harry Shearer and Councilman Bernard Parks. <p/>
 
 
 
 
 
 <p> A+D has been awarded back to back grants from the Getty Foundation for Pacific Standard Time (2011) and Pacfiic Standard Time Presents: Modern Architecture in L.A. (2012). For PST, the museum presented â€œEames Words,â€ an exhibition that highlighted the ideas, rather than the creations, of the pioneering designers Charles and Ray Eames. For Pacific Standard Time Presents, the upcoming 2013 show, the museum has created â€œWindshield Perspective,â€ an examination of the Los Angeles urban landscape as seen through the cityâ€™s unexplored and unrepresented boulevards. <p/>
 
 
 
 
 
 <p> A+D hosts exhibit openings and events that are well-attended and garner attention and good will. These events are an integral part of the Museumâ€™s purpose: comprehensive programming that incorporates academic and professional development with public outreach that is social and educational: Exhibitions of progressive architecture and design; topical lectures and seminars; student and professional design charrettes; education programs; architecture, design, urban tours; film screenings; book launches; internship opportunities; collaborations with community foundations focusing on at-risk youth; collaborations with cultural and educational institutions, locally and worldwide. <p/>",,,2013002
https://challenge.la2050.org/entry/artbeat-radio,2016005,2016,Able Arts Work,www.ableartswork.org,,,,,,"social connectedness, inclusion, diversity, arts and culture vitality",artsandservices,artsandservicesfordisabled,goasd,Nonprofit,0178457155741-team91.jpg,https://www.youtube.com/embed/yjPtx6xf7jI?rel=0&amp;showinfo=0,"The mission of Able ARTS Work aka Arts & Services for Disabled is to provide life long learning, community services, and vocational opportunities through the creative arts for people with inte","[""South Bay"",""County of Los Angeles"",""LAUSD""]",,2016005
http://maker.good.is/myla2050play2015/projects/ouramb.html,2015003,2015,Academy of Music for the Blind,www.ouramb.org,201148737,91016,https://www.charitynavigator.org/index.cfm?bay=search.profile&ein=201148737,GET CODE,,0,https://twitter.com/our_amb,https://instagram.com/ouramb/,https://www.facebook.com/ouramb,Nonprofit,,,"We teach musically gifted blind children ages 4-18 to play piano, guitar, drums, sax, flute, voice, composition and more!","San Fernando Valley,County of Los Angeles (countywide)",5102008,2015003
https://activation.la2050.org/connect/action-civics-la-an-initiative-of-mikva-challenge/,2018005,2018,"Action Civics LA, an initiative of Mikva Challenge","https://www.mikvachallenge.org/action-civics-la/,https://www.procon.org",522033353,91383,https://www.charitynavigator.org/index.cfm?bay=search.profile&ein=522033353,GET CODE,,"Social Connectedness, Education: Youth, Neighborhood councils, Inclusion","[""@actioncivicsla"",""@procon_org""]",@Actioncivicsla,"[""https://www.facebook.com/ActionCivicsLA/"",""https://www.facebook.com/ProCon.org""]",Nonprofit,https://activation.la2050.org/connect/action-civics-la-an-initiative-of-mikva-challenge/action-civics-la-an-initiative-of-mikva-challenge.jpg,https://www.youtube.com/watch?v=DRyOMoxgsbE,"Action Civics LA works with schools to empower young people with the skills, knowledge, & dispositions to be superstar citizens & leaders. ProCon provides the non-partisan research for the activities.","[""Central LA"",""East LA"",""San Fernando Valley"",""South LA"",""Westside"",""County of Los Angeles (please select only if your project has a countywide benefit)"",""City of Los Angeles (please select only if your project has a citywide benefit)"",""LAUSD""]",8102005,2018005
http://maker.good.is/myla2050/projects/Tunnel-Art-Walk.html,2013011,2013,Antigua Coffee House,www.facebook.com/antiguacoffeeroasters,568691857,,,,,Arts & Cultural Vitality,,,,For profit,http://maker.good.is/myla2050/projects/Tunnel-Art-Walk.html,,"Best Coffee Roaster 2007
 
 
 Best Coffeehouse 2012
 
 
 Economic Development and successful business consulting.
 
 
 High ratings on Yelp
 
 
 Great facebook Page
 
 
 Community involvement and volunteerism 
 
 
 A great community role model for the 1,600 school children, who attend the two LAUSD across the street from us.
 
 
 And many more to come in the future.....",,,2013011
http://maker.good.is/myla2050/projects/arcexperience.html,2013013,2013,arc,www.arc-experience.com,260042961,,,,,Education,,,,For profit,http://maker.good.is/myla2050/projects/arcexperience.html,,"ARC provides comprehensive, afterschool programming for over 23,000 student participants annually: 6 Elementary Schools, 6 Middle Schools, 21 High Schools and more than 80 other schools with LEAD Programming. ARC also collaborates with over 275 youth based, community, organizationsâ€”from unified school districts, charter schools, park and recreation departments to religious youth groups, independent schools, YMCAâ€™s, Boys and Girls Clubs, sports clubs, and other youth development organizations. 
 
 
  
 
 
 In twelve years, we have grown from two staff members to over 170 whose individual diversity models the diversity of our LA-based student population. Our award-winning afterschool and Leadership, Experience, Adventure & Development (LEAD) programs have made a difference in the lives of thousands of students in low-income communities in Southern California, created authentic partnerships with schools and closed the opportunity gap for all our kids. 
 
 
 
 
 
 Some standout accolades are:
 
 
 
 
 
 -ARC was selected for inclusion in the US Department of Educationâ€™s â€œBest Practicesâ€ resource book for older youth after school programs (2010).
 
 
 -ARC was awarded the â€œCalifornia After School Network Innovators Award for Collaborationâ€
 
 
 -LAUSDâ€™s Beyond the Bell Branch nominated ARC for the Federal Doing What Works in OST website.
 
 
 -In 2009 the League of CA After School Partners highlighted ARC's partnership with Beyond the Bell as a best practices team. 
 
 
 -ARC was a runner up for the 2010 Loadstone National Collaboration Prize
 
 
 -A 2009 independent evaluation found that ARC students are 12% more likely to pass the CAHSEE exam then their non-ARC counterparts.
 
 
 -ARC developed the successful Take Action Leadership Campaign: a collaboration of Los Angeles School District - Beyond the Bell Branch, after school providers, and community organizations within Southern California united around a common desire to give students leadership skills, celebrate the arts, serve our communities, and empower students to mentor their peers. http://takeactionleadershipcampaign.org
 
 
 -ARC developed The Teen Adventure Challenge (now in its fifth year) http://www.teenadventurechallenge.com
 
 
 -ARC partnered with CORE and USCâ€™s Writing Program to develop â€œSOS College,â€ a website that helps under-served students, grades 8-12, access information about college entrance applications. http://college.sosclassroom.org/
 
 
 -In 2009, two of the four ARC After School Executive Managers were honored by the CA School Age Consortium for excellence in program design and site management.
 
 
 -ARC's partnership with CORE Educational Services has brought significant private sector money to our ASSETS sites from companies such as Home Depot, State Farm, Bain Capital, Leichtag Foundation, Sound Body Sound Mind, Parsi Accounting, Whole Foods, and many more.",,4102003,2013013
http://maker.good.is/myla2050/projects/SafeStreetsinWatts.html,2014003,2013,Advancement Project California,www.advancementprojectca.org,954835230,,https://www.charitynavigator.org/index.cfm?bay=search.profile&ein=954835230,GET CODE,,Public Safety,,,,Nonprofit,http://maker.good.is/myla2050/projects/SafeStreetsinWatts.html,,"<p>As a result of Urban Peaceâ€™s leadership of the Community Safety Partnership in Watts, violent crime has dropped by 53% to 75% within each of the three Watts housing developments over that past year. Law enforcement officials are thrilled by the reduced crime statistics, citing that there has not been a single homicide in the Watts housing developments since August 2011. Community members have reported that residents are now feeling more safe to travel and frequent stores within their community, and there have been notable decreases in youth gang membership and activity. While we are proud of our work in Watts, the Urban Peace program has also had a profound effect in improving community safety throughout Los Angeles.</p>
 
 
 
 
 
 <p>Over the past 12 years, Urban Peace has established unprecedented partnerships between gang intervention workers and law enforcement throughout Los Angeles, resulting in the lowest crime rates since the 1960â€™s. Since 2006, gang related crimes have been reduced by 32% and the number of shots fired within Los Angles has decreased from 3,288 to 1,723, representing a 52% reduction. Overall, the crime rate is at a historical low in both the City and the County of Los Angeles. Los Angeles Police Department (LAPD) Chief Charlie Beck credits Urban Peaceâ€™s work with contributing to this historic decline. Former LAPD Chief William Bratton hails our success: â€œThe Advancement Project has been a force of nature. They have changed the way things are done in Los Angeles on gangs.â€ </p>
 
 
 
 
 
 <p>Similarly, Advancement Projectâ€™s Urban Peace Academy, the only publicly supported training program for gang intervention workers, has trained over 1,200 violence intervention workers and 500 police officers to work together towards violence reduction. Recently, our training of community intervention workers that operate the Los Angeles Summer Night Lights program contributed to a 35% drop in gang related homicides last summer in and around the parks where the program operates. Similarly, throughout Los Angelesâ€™ GRYD zones, where our Urban Peace Academy law enforcement and gang intervention graduates operate, there has been a 30% reduction in gang related crime and 42% reduction in shots fired. As crime rates continue to drop, the Urban Peace program is gaining national attention and requests for our innovative technical assistance have come from Seattle, Memphis, and Sacramento.</p>",,,2014003
http://maker.good.is/myla2050/projects/cartel.html,2013030,2013,cARTel: Collaborative Arts LA,http://wearecartel.org,270794887,,,,,Arts & Cultural Vitality,,,,For profit,http://maker.good.is/myla2050/projects/cartel.html,,"Our greatest achievements have grown out of the people and artists with whom we are privileged to work. Our ensemble of dedicated artists has grown over the years into a dedicated, well-rounded staff. In addition to our core team, we have worked with and showcased over 2000 artists over the past five years -- in successful productions and events that span several mediums of art including film, theatre, music, art and more.
 
 
 
 
 
 While operating with very little money, weâ€™ve been creative and efficient with our resources, so perhaps our biggest achievement has been the fact that weâ€™ve kept it all going! We have been fortunate to be able to do a lot with very little, never stopping, never settling and constantly taking on new challenges with vigor. For example, our Brokechella and No Budget festivals -- which today stand as our most far-reaching and well-attended events -- started very small. Brokechella started in a coffee shop, and in April 2013, 2000 people will join us downtown for a day of music, food, and art (weâ€™ve literally had to shut down an entire street in order to accommodate everyone and everything). No Budget began in a 50-person theater with no curating process and 16 videos submitted by friends and fans; it now is in its fourth year and has a red carpet, panel discussions led by arts professionals, a sold-out 300-person theater and has been a launchpad for young artists to create work and launch meaningful relationships within the film industry. The winners of the very first No Budget festival just released a trailer for a series based on their winning film, and many past Brokechella bands have been featured as â€œbandsâ€ to watch and have developed large local followings. The growth is so exciting to watch and defines what success means to us.",,5102009,2013030
http://maker.good.is/myla2050/projects/SharedHousing.html,2013004,2013,Affordable Living for the Aging,http://www.alaseniorliving.org,953301874,,https://www.charitynavigator.org/index.cfm?bay=search.profile&ein=953301874,GET CODE,,Housing,,,,Nonprofit,http://maker.good.is/myla2050/projects/SharedHousing.html,,"In the 35 years since ALA was founded, we have helped more than 30,000 seniors in their search for safe, stable housing that preserves their dignity and independence and keeps them engaged in their communities. 
 
 
 
 
 
 Our most significant achievement to date is partnering with the National Shared Housing Resource Center to lead the revival of the shared housing movement by rebuilding the Centerâ€™s capacity and launching a national campaign to strengthen existing programs. 
 
 
 
 
 
 Through a collaborative six-month process ALA worked with stakeholders from around the country to develop the Strategic Guide on Scaling Shared Housing, which highlights the exciting work happening in the field and identifies the new opportunities for growth. For example, New York City used shared housing as a disaster response solution in the wake of super storm Sandy. 
 
 
 
 
 
 With the support of Enterprise Community Partners and the Archstone Foundation, ALA hosted a Shared Housing Symposium that convened leaders from Illinois, Vermont, New Jersey, Maryland, Washington, Michigan and California to launch the Strategic Guide and discuss ideas for reinvigorating this decades-old movement. 
 
 
 
 
 
 Helpful links:
 
 
 Strategic Guide on Scaling Shared Housing: https://www.alaseniorliving.org/files/attachments/HIGH%20Res%20ALA%20Strategic%20Guide.pdf 
 
 
 
 
 
 How New York City used Shared Housing during Hurricane Sandy:
 
 
 https://www.airbnb.com/sandy?utm_source=March+2013+eNews&utm_campaign=March+2013+eNewsletter&utm_medium=socialshare
 
 
 
 
 
 The National Shared Housing Resource Center wrote about ALA's Shared Housing Symposium here:
 
 
 http://nationalsharedhousing.org/shared-housing-symposium-in-los-angeles/",,,2013004
http://maker.good.is/myla2050learn2015/projects/weareready.html,2015005,2015,"After-School All-Stars, Los Angeles",www.la-allstars.org,912162719,90028,https://www.charitynavigator.org/index.cfm?bay=search.profile&ein=912162719,GET CODE,,0,https://twitter.com/asaslosangeles,https://instagram.com/asaslosangeles,https://facebook.com/asaslosangeles,Nonprofit,,,"After-School All-Stars, Los Angeles educates, enlightens and inspires young people by providing dynamic and exciting opportunities for success, while cultivating self-esteem, leadership and respect to help build healthier communities.","Central LA,East LA,San Fernando Valley,South LA,County of Los Angeles (countywide),LAUSD",5102010,2015005
http://maker.good.is/myla2050/projects/cityearthworm.html,2013033,2013,City Earthworm,http://www.cityearthworm.com,455602348,,,,,Environmental Quality,,,,For profit,http://maker.good.is/myla2050/projects/cityearthworm.html,,"City Earthworm was started with a single mission: to make composting a household activity. We designed and built the City Bin, a modern and compact indoor composter that will allow EVERYONE to compost, regardless of the size of their living space or yard. The City Bin will soon be in production locally in Los Angeles County and will be manufactured using recycled plastic. 
 
 
 
 
 
 Both City Earthworm and the City Bin have been featured in blogs, newspapers, as well as in television news programs. 
 
 
 
 
 
 City Earthworm realizes that, while it would be great to allow more people to compost at home, there will also be some people who do not want to or are unable to do so. The easiest way to truly popularize composting is to make it easy for people. Therefore, we started offering a food service pick-up program to apartment dwellers in Santa Monica. We now hope to expand our service to the entire Los Angeles County.",,,2013033
http://maker.good.is/myla2050/projects/BLAST.html,2013005,2013,Alliance College-Ready Public Schools,www.laalliance.org,954779029,,https://www.charitynavigator.org/index.cfm?bay=search.profile&ein=954779029,GET CODE,,Education,,,,Nonprofit,http://maker.good.is/myla2050/projects/BLAST.html,,"Alliance College-Ready Public Schools has grown to become the largest charter management organization operating in LAUSD, educating 9,500 low-income students at 21 high-performing public middle and high schools. If Alliance were a stand-alone district, we would be larger than 75% of the school districts in California. Alliance has a consistent and exemplary track record of educating students at high levels. More than 92% of incoming Alliance 9th graders graduate in four years (vs. 65% for LAUSD and 78% for the state). One hundred percent of Alliance graduates pass the A-G college prep courses required by California four-year public universities and more than 95% of our graduates have gone to college. Average daily attendance at Alliance schools is 95%. Alliance schools consistently outperform neighboring schools on California achievement tests and four schools have been named California Distinguished Schools. In the past six years, Alliance-wide California Academic Performance Index (API) scores surpass those of neighborhood schools by nearly 100 points, LASUD by 62 points and the state by 18 points. In 2012, six Alliance high schools were ranked in the top 3% of all high schools nationwide by U.S. News & World Report, and Alliance Gertz-Ressler High School was the only school in LAUSD to be named a National Blue Ribbon School by the U.S. Department of Education. By consistently achieving academic success across a network of 21 schools, Alliance proves that quality education does not have to be the exception; it can be the rule.",,,2013005
http://maker.good.is/myLA2050create/projects/3boulevards.html,2014002,2014,3Boulevards and West Adams Heritage Assocation (WAHA),3boulevards.org,954086813,90016,https://www.charitynavigator.org/index.cfm?bay=search.profile&ein=954086813,GET CODE,,0,,,3boulevards,Nonprofit,,,Revitalization of the historic boulevards in West Adams & economic development & diversification of the commercial enterprises,"Central LA,Other:",4102004,2014002
